Name,Keywords,Result
Additive Manufacturing,additive manufacturing,"['Additive manufacturing', 'explained', 'What is Additive Manufacturing? (Definition & Types) - TWI', 'Additive Manufacturing Media', 'Additive Manufacturing | Journal', 'Additive Manufacturing - an overview', '3D printing', 'Additive Manufacturing', 'LLC | YOUR TRUSTED RESOURCE ...', 'The 7 categories of Additive Manufacturing']"
Machine Learning: Theory and Hands-on Practice with Python,"machine learning, theory, python, practice, hands","['Machine learning', 'What Is Machine Learning (ML)?', 'Machine learning', 'explained', 'What is Machine Learning? Definition', 'Types', 'Tools & More', 'What Is Machine Learning? Definition', 'Types', 'and Examples']"
First Principles of Computer Vision,"first principles, computer vision","['First Principles: The Building Blocks of True Knowledge', 'First principle', 'What Is First Principles Thinking? 3 Popular Approaches ...', ""Elon Musks' ï¿½ï¿½ï¿½3-Stepï¿½ï¿½ï¿½ First Principles Thinking"", ""First Principles: What America's Founders Learned from the ..."", 'First Principles Thinking', 'First Principles Thinking: The Blueprint For Solving ...', ""First Principles Thinking: How to Think Like the World's ..."", 'What is Computer Vision?', 'Computer vision']"
Healthcare Marketplace,healthcare marketplace,"['HealthCare.gov: Still need health insurance?', 'The Health Insurance Marketplace', 'Health Care', 'New York State of Health | Health Plan Marketplace for ...', 'What is the Health Insurance Marketplace?', 'Health Insurance Marketplace', 'How to get insurance through the ACA Health Insurance ...']"
Epidemiology for Public Health,"public health, epidemiology","['What is public health?', 'What is Public Health?', 'Introduction to Public Health|Public Health 101 Series|CDC', 'American Public Health Association ï¿½ï¿½ï¿½ For science. For action ...', 'SCDHEC: Homepage', 'Public health', '10 Essential Public Health Services', 'Public health | Definition', 'History', '& Facts']"
Healthcare Organization Operations,healthcare organization operations,"['Healthcare Organization Operations Specialization', 'Healthcare Operations Management: Everything You Need ...', 'Understanding the Importance of Healthcare Operations ...', 'What is Healthcare Operations & How Do I Improve It?', 'Healthcare Management Operations: A Complete Guide | Knack', 'Operations management in health care', 'Operation Management in Healthcare', 'Healthcare Operations Management Guide: Achieving ...', 'A Decision Tool: Health Care Operations', 'Operations Management in Healthcare']"
User Interface Design,user interface design,"['What is User Interface (UI) Design? ï¿½ï¿½ï¿½ updated 2024 | IxDF', 'User interface design', 'What is UI Design? | Figma', 'The 6 Key Principles of UI Design', 'Introduction to User Interface Design: 6 Important Principles', ""User Interface (UI) Design: What Is It? The Beginner's Guide"", 'A Comprehensive Guide To UI Design', 'What is UI design? A complete introductory guide', 'What Is User Interface (UI) Design? A Comprehensive']"
Survey Data Collection and Analytics,"survey data collection, analytics","['Survey Data Collection: Definition', 'Methods with Examples ...', 'How to Collect Data with Surveys', 'Survey Data Collection: Types', 'Examples', 'Methods & More', 'Choosing a Data Collection Method for Survey Research', 'Understanding and Evaluating Survey Research - PMC', 'Survey data collection', 'Survey data collection: 5 best practices | The Jotform Blog']"
Semiconductor Packaging,semiconductor packaging,"['Packaging', 'Advanced chip packaging: How manufacturers can play to ...', 'Semiconductor Chip Packaging', 'Packaging is a huge part of the semiconductor puzzle', 'and ...', 'Semiconductor Back-End Process Episode 2', 'What is a semiconductor package substrate?', 'The Ultimate Guide to Semiconductor Packaging', 'Semiconductor Packaging News']"
Robotic Process Automation (RPA),"robotic process automation, rpa","['What is Robotic Process Automation (RPA)?', 'What is Robotic Process Automation (RPA)?', 'How to explain Robotic Process Automation (RPA) in plain ...', 'Robotic process automation', 'What is RPA (Robotic Process Automation)?', 'Best Robotic Process Automation Reviews 2024', 'UiPath: AI at work-The Business Automation Platform ...', 'Top 24 RPA tools available today', 'What is robotic process automation (RPA)? | Definition from ...', 'What is Robotic Process Automation - RPA Software']"
3D Printing and Additive Manufacturing,"additive manufacturing, 3d printing","['Additive manufacturing', 'explained', 'What is Additive Manufacturing? (Definition & Types) - TWI', 'Additive Manufacturing Media', 'Additive Manufacturing | Journal', 'Additive Manufacturing - an overview', '3D printing', 'Additive Manufacturing', 'LLC | YOUR TRUSTED RESOURCE ...', 'The 7 categories of Additive Manufacturing']"
Learn English: Advanced Academic Speaking and Listening,"advanced academic speaking, learn english, listening","['Learn English: Advanced Academic Speaking and ...', 'Advanced Speaking and Listening Project', 'Advanced Speaking and Critical Listening Skills (ELS)', 'Advanced Academic Speaking and Listening Specialization', 'Advanced English Conversation: Practise Speaking With Me!', 'Intensive English Program Advanced Academic Preparation', 'Advanced Academic Speaking and Listening Specialization', 'Discovery English: Speaking and Listening for Advanced ...', 'Learn English: Advanced Academic Speaking and Listening', 'Advanced English Conversation: Education in the US']"
Learn English: Advanced Grammar and Punctuation,"learn english, advanced grammar, punctuation","['British Council: Learn English Online', 'Learn English Online at USA Learns', 'Cambridge English | Learning English', 'Learn English with EnglishClass101.com', 'Learn English Free - English Learning Online', 'Learn English Free Online', 'Voice of America - Learn American English with VOA Learning ...', 'USA Learns Homepage', 'C1 grammar | LearnEnglish', 'Oxford Practice Grammar Advanced Resources']"
Market Research,market research,"['How to Do Market Research', 'Types', 'and Example', 'Market Research: A How-To Guide and Template', 'How to Do Market Research [4-Step Framework]', 'Market Research Analysts : Occupational Outlook Handbook', 'Market Research: What it Is', 'Methods', 'Types & Examples', 'Market Research: How to Conduct It Like a Pro']"
ASP.NET for Experienced Developers,"experienced developers, net, asp","['r/ExperiencedDevs', 'What are some ""LifeProTips"" for experienced devs?', 'Hire Top Experienced Developers (Updated Daily) - Arc.dev', '10 Things Experienced Developers Know Well | by Elson', 'What is the difference between an experienced software ...', 'Developer experience: What is it and why should you care?', 'Developer experience is more important than ...', '5 Reasons Why Experienced Developers Fail Coding ...', 'Experienced Developers Needed', 'How Experienced Developers Navigate Unmet Job ...']"
Managing Cybersecurity,managing cybersecurity,"['What Is Cybersecurity Management? Framework', 'Risks ...', 'Managing Cybersecurity Specialization [5 courses] (USG)', 'Cybersecurity Risk Management: Frameworks', 'Plans', '& ...', 'What is Cyber Risk Management?', 'Cybersecurity: Managing Risk in the Information Age', 'Managing Cybersecurity in the Process Industries: A Risk ...', 'How to Effectively Manage Cybersecurity Risk']"
Healthier Materials and Sustainable Building,"sustainable building, healthier materials","['What is a Green Building + 10 Sustainable Buildings', 'USGBC | U.S. Green Building Council', 'Green Buildings | PNNL', 'Sustainable design', 'Top 10 sustainable buildings', 'Location and Green Building | US EPA', 'What is a green or sustainable building?', '7.1 Introduction to Sustainable Building Concepts | EME 807', 'Basic Information | Green Building', 'Healthier Materials Protocol']"
Network Automation Engineering Fundamentals,network automation engineering fundamentals,"['Network Automation Engineering Fundamentals ...', 'Understanding Cisco Network Automation Essentials ...', 'Introduction to Network Automation', 'Network Automation Engineer', 'Network Automation Engineering Fundamentals ...', 'Network Automation Engineering Fundamentals ...', 'Network Automation & Programmability Foundations', 'Network Automation Engineering Fundamentals', 'Network Automation Engineering Fundamentals ...']"
Data Analytics in the Public Sector with R,"public sector, data analytics, r","['Public sector', 'Public Sector', 'Public Sector - What Is It', 'Examples', 'Roles', 'Advantages', 'Types', 'Public sector - Wikipedia', 'Public sector | Government', 'Finance & Employment | Britannica Money']"
Advanced Statistics for Data Science,"data science, advanced statistics","['Data science', 'What is Data Science?', 'What is Data Science? - UC Berkeley Online', 'Best Data Science Courses Online [2024]', 'What is Data Science? A Simple Explanation and More', 'What Is Data Science? Definition', 'Examples', 'Jobs', 'and More', 'What is Data Science?']"
Semiconductor Devices,semiconductor devices,"['Semiconductor device', 'Types of Semiconductor Devices | Americas ï¿½ï¿½ï¿½ United States', 'Types of Semiconductor Devices', 'Semiconductor Device - an overview', 'Semiconductor Devices: Definition', 'Types', 'Application and ...', 'Semiconductor Devices: A Simulation Approach', 'Semiconductor Devices: Theory and Application', 'Semiconductor Devices: Diodes']"
Leading Sustainable Community Transformation,leading sustainable community transformation,"['Leading Sustainable Community Transformation ...', 'Leading Sustainable Community Transformation ...', 'Leading Sustainable Community Transformation', 'Transforming Communities', 'Leading Sustainable Community Transformation', 'Institute for Sustainable Communities: Home', 'Leading Sustainable Community Transformation', 'IMD Leading Sustainable Change Program', 'Sustainable Community Transformation Process. The Role ...']"
Introduction to Systems Engineering,"systems engineering, introduction","['Systems Engineering', 'About Systems Engineering', 'SEH 2.0 Fundamentals of Systems Engineering', 'What Is a Systems Engineer (and How Do I Become One)?', 'UA Systems Engineering Degree', 'What is Systems Engineering? | College of Engineering', 'What Is Systems Engineering? (With Steps and Skills)', 'What is Systems Engineering', 'INTRODUCTION Definition & Meaning', 'Introduction (writing)']"
Database Design and Operational Business Intelligence,"operational business intelligence, database design","['Operational BI', 'Operational BI: What Is Operational Business Intelligence (OBI) |', 'What is operational intelligence (OI)? | Definition from ...', 'What is Operational Business Intelligence?', 'Operational Business Intelligence: Overview', 'Pros', 'Use ...', 'Business Intelligence vs Operational ... - Nexus Integra EN', 'What is Operational Intelligence?', 'Operational business intelligence: Improving BI to meet the ...']"
Data-Driven Decision Making (DDDM),"driven decision making, dddm, data","['The Advantages of Data-Driven Decision-Making - HBS Online', 'Data-Driven Decision Making: A Step-by-Step Guide [2024]', ""What is Data-Driven Decision Making? (And Why It's So ..."", 'Essentials for Implementing Data-Driven Decision Making', 'Data-Driven Decision-Making: 6 Key Steps (+ Examples)', 'What Does Data-Driven Decision-Making Really Mean?', 'Data-Driven Decision Making: How to Make Better Choices', 'What is Data Driven Decision Making & Why Does It Matter?', 'Guide to Data-Driven Decision Making', 'The Advantages of Data-Driven Decision-Making - HBS Online']"
